1.data,2.data,3.data,4.data,5.data,6.data,7.data
0.72,0.79,0.98,0.94,0.58,0.54,0.56
0.72,0.79,0.98,0.94,0.58,0.54,0.56
0.72,0.79,0.98,0.94,0.58,0.54,0.56
0.77,0.84,1.0,1.0,0.63,0.76,0.6
0.77,0.84,1.0,1.0,0.63,0.91,0.6
0.77,0.84,1.0,1.0,0.63,1.0,0.6
0.71,0.78,0.95,0.92,0.57,0.53,0.55
0.71,0.78,0.95,0.92,0.57,0.53,0.55
0.71,0.78,0.95,0.92,0.57,0.53,0.55
0.77,0.85,1.0,1.0,0.63,0.77,0.6
0.77,0.85,1.0,1.0,0.63,0.91,0.6
0.77,0.85,1.0,1.0,0.63,1.0,0.6
0.71,0.78,0.96,0.93,0.58,0.54,0.56
0.71,0.78,0.97,0.93,0.58,0.54,0.56
0.71,0.78,0.97,0.93,0.58,0.54,0.56
0.78,0.86,1.0,1.0,0.64,0.78,0.61
0.78,0.86,1.0,1.0,0.64,0.92,0.61
0.78,0.86,1.0,1.0,0.64,1.0,0.61
0.72,0.79,0.98,0.94,0.58,0.54,0.56
0.72,0.79,0.98,0.94,0.58,0.54,0.56
0.72,0.79,0.98,0.94,0.58,0.54,0.56
0.72,0.78,1.0,1.0,0.58,0.53,0.55
0.73,0.79,1.0,1.0,0.58,0.54,0.56
0.74,0.79,1.0,1.0,0.59,0.54,0.56
0.72,0.78,1.0,1.0,0.58,0.53,0.55
0.72,0.78,1.0,1.0,0.58,0.53,0.55
0.73,0.79,1.0,1.0,0.58,0.54,0.56
0.73,0.79,1.0,1.0,0.58,0.54,0.56
0.74,0.79,1.0,1.0,0.59,0.54,0.56
0.74,0.79,1.0,1.0,0.59,0.54,0.56
0.72,0.78,1.0,1.0,0.58,0.53,0.55
0.72,0.78,1.0,1.0,0.58,0.53,0.55
0.72,0.78,1.0,1.0,0.58,0.53,0.55
0.73,0.79,1.0,1.0,0.58,0.54,0.56
0.73,0.79,1.0,1.0,0.58,0.54,0.56
0.73,0.79,1.0,1.0,0.58,0.54,0.56
0.74,0.79,1.0,1.0,0.59,0.54,0.56
0.74,0.79,1.0,1.0,0.59,0.54,0.56
0.74,0.79,1.0,1.0,0.59,0.54,0.56
0.81,0.91,0.99,0.99,0.67,0.99,0.65
0.74,0.83,0.94,0.91,0.62,0.96,0.59
0.69,0.77,0.9,0.83,0.56,0.53,0.54
0.69,0.77,0.9,0.83,0.56,0.53,0.54
0.82,0.92,1.0,1.0,0.68,1.0,0.65
0.75,0.84,0.96,0.91,0.62,0.96,0.6
0.69,0.77,0.91,0.84,0.57,0.53,0.55
0.69,0.77,0.91,0.84,0.57,0.53,0.55
0.83,0.92,1.0,1.0,0.69,1.0,0.66
0.76,0.85,0.97,0.92,0.63,0.97,0.6
0.7,0.78,0.92,0.85,0.57,0.53,0.55
0.7,0.78,0.92,0.85,0.57,0.53,0.55
0.81,0.91,0.99,0.99,0.67,0.96,0.65
0.81,0.91,0.99,0.99,0.67,0.99,0.65
0.74,0.83,0.94,0.91,0.62,0.84,0.59
0.74,0.83,0.94,0.91,0.62,0.96,0.59
0.69,0.77,0.89,0.83,0.56,0.53,0.54
0.69,0.77,0.9,0.83,0.56,0.53,0.54
0.69,0.77,0.9,0.83,0.56,0.53,0.54
0.82,0.92,1.0,1.0,0.68,0.97,0.65
0.82,0.92,1.0,1.0,0.68,1.0,0.65
0.75,0.84,0.95,0.91,0.62,0.85,0.6
0.75,0.84,0.96,0.91,0.62,0.97,0.6
0.69,0.77,0.91,0.84,0.57,0.53,0.55
0.69,0.77,0.91,0.84,0.57,0.53,0.55
0.69,0.77,0.91,0.84,0.57,0.53,0.55
0.83,0.92,1.0,1.0,0.69,0.97,0.66
0.83,0.92,1.0,1.0,0.69,1.0,0.66
0.76,0.85,0.97,0.92,0.63,0.85,0.6
0.76,0.85,0.97,0.92,0.63,0.97,0.6
0.7,0.78,0.92,0.85,0.57,0.53,0.55
0.7,0.78,0.92,0.85,0.57,0.53,0.55
0.7,0.78,0.92,0.85,0.57,0.53,0.55
0.81,0.91,0.99,0.99,0.67,0.93,0.65
0.81,0.91,0.99,0.99,0.67,0.96,0.65
0.81,0.91,0.99,0.99,0.67,0.99,0.65
0.74,0.83,0.94,0.91,0.62,0.72,0.59
0.74,0.83,0.94,0.91,0.62,0.87,0.59
0.74,0.83,0.94,0.91,0.62,0.97,0.59
0.69,0.77,0.89,0.83,0.56,0.53,0.54
0.69,0.77,0.89,0.83,0.56,0.53,0.54
0.69,0.77,0.9,0.83,0.56,0.53,0.54
0.82,0.92,1.0,1.0,0.68,0.93,0.65
0.82,0.92,1.0,1.0,0.68,0.97,0.65
0.82,0.92,1.0,1.0,0.68,1.0,0.65
0.75,0.84,0.95,0.91,0.62,0.73,0.6
0.75,0.84,0.95,0.91,0.62,0.88,0.6
0.75,0.84,0.96,0.91,0.62,0.97,0.6
0.69,0.77,0.9,0.84,0.57,0.53,0.55
0.69,0.77,0.91,0.84,0.57,0.53,0.55
0.69,0.77,0.91,0.84,0.57,0.53,0.55
0.83,0.92,1.0,1.0,0.69,0.94,0.66
0.83,0.92,1.0,1.0,0.69,0.98,0.66
0.83,0.92,1.0,1.0,0.69,1.0,0.66
0.76,0.85,0.97,0.92,0.63,0.73,0.6
0.76,0.85,0.97,0.92,0.63,0.88,0.6
0.76,0.85,0.97,0.92,0.63,0.98,0.6
0.7,0.78,0.92,0.85,0.57,0.53,0.55
0.7,0.78,0.92,0.85,0.57,0.53,0.55
0.7,0.78,0.92,0.85,0.57,0.53,0.55
0.76,0.84,0.99,0.99,0.62,0.99,0.59
0.7,0.77,0.94,0.91,0.57,0.53,0.55
0.7,0.77,0.94,0.91,0.57,0.53,0.55
0.77,0.85,1.0,1.0,0.63,1.0,0.6
0.71,0.78,0.95,0.92,0.57,0.53,0.55
0.71,0.78,0.96,0.92,0.57,0.53,0.55
0.78,0.85,1.0,1.0,0.63,1.0,0.6
0.71,0.78,0.97,0.93,0.58,0.54,0.56
0.71,0.78,0.97,0.93,0.58,0.54,0.56
0.76,0.84,0.99,0.99,0.62,0.88,0.59
0.76,0.84,0.99,0.99,0.62,0.99,0.59
0.7,0.77,0.94,0.91,0.57,0.53,0.55
0.7,0.77,0.94,0.91,0.57,0.53,0.55
0.7,0.77,0.94,0.91,0.57,0.53,0.55
0.77,0.85,1.0,1.0,0.63,0.88,0.6
0.77,0.85,1.0,1.0,0.63,1.0,0.6
0.71,0.78,0.95,0.92,0.57,0.53,0.55
0.71,0.78,0.95,0.92,0.57,0.53,0.55
0.71,0.78,0.96,0.92,0.57,0.53,0.55
0.78,0.85,1.0,1.0,0.63,0.89,0.6
0.78,0.85,1.0,1.0,0.63,1.0,0.6
0.71,0.78,0.97,0.93,0.58,0.54,0.56
0.71,0.78,0.97,0.93,0.58,0.54,0.56
0.71,0.78,0.97,0.93,0.58,0.54,0.56
0.76,0.84,0.99,0.99,0.62,0.76,0.59
0.76,0.84,0.99,0.99,0.62,0.9,0.59
0.76,0.84,0.99,0.99,0.62,0.99,0.59
0.7,0.77,0.94,0.91,0.57,0.53,0.55
0.7,0.77,0.94,0.91,0.57,0.53,0.55
0.7,0.77,0.94,0.91,0.57,0.53,0.55
0.77,0.85,1.0,1.0,0.63,0.77,0.6
0.77,0.85,1.0,1.0,0.63,0.91,0.6
0.77,0.85,1.0,1.0,0.63,1.0,0.6
0.71,0.78,0.95,0.92,0.57,0.53,0.55
0.71,0.78,0.95,0.92,0.57,0.53,0.55
0.71,0.78,0.95,0.92,0.57,0.53,0.55
0.78,0.85,1.0,1.0,0.63,0.77,0.6
0.78,0.85,1.0,1.0,0.63,0.91,0.6
0.78,0.85,1.0,1.0,0.63,1.0,0.6
0.71,0.78,0.96,0.93,0.58,0.54,0.56
0.71,0.78,0.97,0.93,0.58,0.54,0.56
0.71,0.78,0.97,0.93,0.58,0.54,0.56
0.72,0.78,0.99,0.99,0.57,0.53,0.55
0.73,0.78,1.0,1.0,0.58,0.53,0.56
0.73,0.79,1.0,1.0,0.58,0.54,0.56
0.72,0.78,0.98,0.99,0.57,0.53,0.55
0.72,0.78,0.99,0.99,0.57,0.53,0.55
0.73,0.78,1.0,1.0,0.58,0.53,0.56
0.73,0.78,1.0,1.0,0.58,0.53,0.56
0.73,0.79,1.0,1.0,0.58,0.54,0.56
0.73,0.79,1.0,1.0,0.58,0.54,0.56
0.72,0.78,0.98,0.99,0.57,0.53,0.55
0.72,0.78,0.98,0.99,0.57,0.53,0.55
0.72,0.78,0.99,0.99,0.57,0.53,0.55
0.73,0.78,1.0,1.0,0.58,0.53,0.56
0.73,0.78,1.0,1.0,0.58,0.53,0.56
0.73,0.78,1.0,1.0,0.58,0.53,0.56
0.73,0.79,1.0,1.0,0.58,0.54,0.56
0.73,0.79,1.0,1.0,0.58,0.54,0.56
0.73,0.79,1.0,1.0,0.58,0.54,0.56
0.81,0.91,0.97,0.98,0.67,0.99,0.64
0.74,0.83,0.93,0.9,0.61,0.95,0.59
0.68,0.76,0.88,0.83,0.56,0.52,0.54
0.68,0.76,0.88,0.83,0.56,0.52,0.54
0.82,0.91,0.99,0.99,0.67,0.99,0.65
0.75,0.84,0.94,0.91,0.62,0.96,0.59
0.69,0.77,0.89,0.83,0.56,0.53,0.54
0.69,0.77,0.9,0.83,0.56,0.53,0.54
0.82,0.92,1.0,1.0,0.68,1.0,0.65
0.75,0.84,0.95,0.91,0.62,0.96,0.6
0.69,0.78,0.91,0.84,0.57,0.53,0.55
0.69,0.78,0.91,0.84,0.57,0.53,0.55
0.81,0.91,0.97,0.98,0.67,0.95,0.64
0.81,0.91,0.97,0.98,0.67,0.99,0.64
0.74,0.83,0.93,0.9,0.61,0.83,0.59
0.74,0.83,0.93,0.9,0.61,0.96,0.59
0.68,0.76,0.88,0.83,0.56,0.52,0.54
0.68,0.76,0.88,0.83,0.56,0.52,0.54
0.68,0.76,0.88,0.83,0.56,0.52,0.54
0.82,0.91,0.99,0.99,0.67,0.96,0.65
0.82,0.91,0.99,0.99,0.67,0.99,0.65
0.75,0.84,0.94,0.91,0.62,0.84,0.59
0.75,0.84,0.94,0.91,0.62,0.96,0.59
0.69,0.77,0.89,0.83,0.56,0.53,0.54
0.69,0.77,0.89,0.83,0.56,0.53,0.54
0.69,0.77,0.9,0.83,0.56,0.53,0.54
0.82,0.92,1.0,1.0,0.68,0.97,0.65
0.82,0.92,1.0,1.0,0.68,1.0,0.65
0.75,0.84,0.95,0.91,0.62,0.85,0.6
0.75,0.84,0.95,0.91,0.62,0.97,0.6
0.69,0.78,0.9,0.84,0.57,0.53,0.55
0.69,0.78,0.91,0.84,0.57,0.53,0.55
0.69,0.78,0.91,0.84,0.57,0.53,0.55
0.81,0.91,0.97,0.98,0.67,0.92,0.64
0.81,0.91,0.97,0.98,0.67,0.96,0.64
0.81,0.91,0.97,0.98,0.67,0.99,0.64
0.74,0.83,0.93,0.9,0.61,0.72,0.59
0.74,0.83,0.93,0.9,0.61,0.87,0.59
0.74,0.83,0.93,0.9,0.61,0.96,0.59
0.68,0.76,0.88,0.83,0.56,0.52,0.54
0.68,0.76,0.88,0.83,0.56,0.52,0.54
0.68,0.76,0.88,0.83,0.56,0.52,0.54
0.82,0.91,0.99,0.99,0.67,0.93,0.65
0.82,0.91,0.99,0.99,0.67,0.96,0.65
0.82,0.91,0.99,0.99,0.67,0.99,0.65
0.75,0.84,0.94,0.91,0.62,0.72,0.59
0.75,0.84,0.94,0.91,0.62,0.87,0.59
0.75,0.84,0.94,0.91,0.62,0.97,0.59
0.69,0.77,0.89,0.83,0.56,0.53,0.54
0.69,0.77,0.89,0.83,0.56,0.53,0.54
0.69,0.77,0.89,0.83,0.56,0.53,0.54
0.82,0.92,1.0,1.0,0.68,0.93,0.65
0.82,0.92,1.0,1.0,0.68,0.97,0.65
0.82,0.92,1.0,1.0,0.68,1.0,0.65
0.75,0.84,0.95,0.91,0.62,0.73,0.6
0.75,0.84,0.95,0.91,0.62,0.88,0.6
0.75,0.84,0.95,0.91,0.62,0.97,0.6
0.69,0.78,0.9,0.84,0.57,0.53,0.55
0.69,0.78,0.91,0.84,0.57,0.53,0.55
0.69,0.78,0.91,0.84,0.57,0.53,0.55
0.76,0.84,0.97,0.98,0.62,0.99,0.59
0.7,0.77,0.93,0.91,0.56,0.53,0.54
0.7,0.77,0.93,0.91,0.56,0.53,0.54
0.77,0.84,0.99,0.99,0.62,0.99,0.6
0.7,0.78,0.94,0.91,0.57,0.53,0.55
0.7,0.78,0.94,0.91,0.57,0.53,0.55
0.77,0.85,1.0,1.0,0.63,1.0,0.6
0.71,0.78,0.95,0.92,0.57,0.53,0.55
0.71,0.78,0.95,0.92,0.57,0.53,0.55
0.76,0.84,0.97,0.98,0.62,0.87,0.59
0.76,0.84,0.97,0.98,0.62,0.99,0.59
0.7,0.77,0.93,0.91,0.56,0.53,0.54
0.7,0.77,0.93,0.91,0.56,0.53,0.54
0.7,0.77,0.93,0.91,0.56,0.53,0.54
0.77,0.84,0.99,0.99,0.62,0.88,0.6
0.77,0.84,0.99,0.99,0.62,0.99,0.6
0.7,0.78,0.94,0.91,0.57,0.53,0.55
0.7,0.78,0.94,0.91,0.57,0.53,0.55
0.7,0.78,0.94,0.91,0.57,0.53,0.55
0.77,0.85,1.0,1.0,0.63,0.88,0.6
0.77,0.85,1.0,1.0,0.63,1.0,0.6
0.71,0.78,0.95,0.92,0.57,0.53,0.55
0.71,0.78,0.95,0.92,0.57,0.53,0.55
0.71,0.78,0.95,0.92,0.57,0.53,0.55
0.76,0.84,0.97,0.98,0.62,0.76,0.59
0.76,0.84,0.97,0.98,0.62,0.9,0.59
0.76,0.84,0.97,0.98,0.62,0.99,0.59
0.7,0.77,0.92,0.91,0.56,0.53,0.54
0.7,0.77,0.93,0.91,0.56,0.53,0.54
0.7,0.77,0.93,0.91,0.56,0.53,0.54
0.77,0.84,0.99,0.99,0.62,0.76,0.6
0.77,0.84,0.99,0.99,0.62,0.9,0.6
0.77,0.84,0.99,0.99,0.62,0.99,0.6
0.7,0.78,0.94,0.91,0.57,0.53,0.55
0.7,0.78,0.94,0.91,0.57,0.53,0.55
0.7,0.78,0.94,0.91,0.57,0.53,0.55
0.77,0.85,1.0,1.0,0.63,0.77,0.6
0.77,0.85,1.0,1.0,0.63,0.91,0.6
0.77,0.85,1.0,1.0,0.63,1.0,0.6
0.71,0.78,0.95,0.92,0.57,0.53,0.55
0.71,0.78,0.95,0.92,0.57,0.53,0.55
0.71,0.78,0.95,0.92,0.57,0.53,0.55
0.72,0.78,0.97,0.98,0.57,0.53,0.55
0.72,0.78,0.99,0.99,0.57,0.53,0.55
0.73,0.79,1.0,1.0,0.58,0.54,0.56
0.72,0.78,0.97,0.98,0.57,0.53,0.55
0.72,0.78,0.97,0.98,0.57,0.53,0.55
0.72,0.78,0.98,0.99,0.57,0.53,0.55
0.72,0.78,0.99,0.99,0.57,0.53,0.55
0.73,0.79,1.0,1.0,0.58,0.54,0.56
0.73,0.79,1.0,1.0,0.58,0.54,0.56
0.72,0.78,0.97,0.98,0.57,0.53,0.55
0.72,0.78,0.97,0.98,0.57,0.53,0.55
0.72,0.78,0.97,0.98,0.57,0.53,0.55
0.72,0.78,0.98,0.99,0.57,0.53,0.55
0.72,0.78,0.98,0.99,0.57,0.53,0.55
0.72,0.78,0.99,0.99,0.57,0.53,0.55
0.73,0.79,1.0,1.0,0.58,0.54,0.56
0.73,0.79,1.0,1.0,0.58,0.54,0.56
0.73,0.79,1.0,1.0,0.58,0.54,0.56
